Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
4647,B0009P68JI,A2RKR9HDFZSWZE,Charles R. Runzo,3,3,5,1249257600,MC CORMICKS ALFREDO SAUCE,"THANKS TO AMAZON FOR CARRYING THIS WONDERFUL PRODUCT . MY LOCAL GROCERY STORE NO LONGER CARRIES THIS PRODUCT AND GENERALLY PROMOTES THIER PRIVATE LABEL HOUSE BRANDS .<br />FOR THOSE FOLKS WHOM ENJOY FETTUCCINE ALFREDO , THIS PRODUCT CANT BE BEAT .<br />IT IS FAST AND VERY EASY TO PREPARE AND A EXCELLENT ITALIAN PASTA DINNER CAN BE READY IN 30 MINUTES OR LESS .<br />FOR ME , I DO ADD SOME EXTRA PARM CHEESE TO THE MIX , YET , THAT IS PERSONAL PREFERENCE .<br />WE REALLY ENJOY TOSSING IN SOME BONELESS AND SKINLESS CHICKEN , GRILLED , TO ADD TO THE SAUCE AND CREATE OUR OWN....CHICKEN ALFREDO .<br />THANKS AGAIN TO AMAZON AND TO MC CORMICKS FOR MAKING THIS PRODUCT AVAILALBE .<br /><br />CHUCK RUNZO , PITTSBURGH , PA ."
8731,B003VXFK44,A1MHY69POZ8GCK,Lily,1,1,5,1333756800,Delicious,This is the most delicious coffee ever It does not mess up your stomach it's amazing and tastes wonderful and everyone at work loves it too
7911,B00166D8TW,A3LG62BH88N8GP,"Elysia ""photo girl""",2,2,4,1313798400,a tip for improving consistency,"I have been using this protein powder for about a month. The first thing I noticed is that this brand mixes better than Optimum Nutrition egg protein, but still not like whey or even rice protein. The texture is not great by itself in my opinion- not awful but not great. I have been mixing Garden of Eating Super Seed with the powder before adding water and it mixes to a much better texture. I've also tried blending the two with ice to make a smoothy which turned out ok. For those of us who can't tolerate the whey or soy proteins, this particular brand is the best I've found."
3741,B00016UX0K,A21VGNU5959O85,Laura Terese Henri,10,12,5,1130371200,SWEEEEET......and Hot,"This goes down in my Self Proclaimed Condiment Queen Nation as a ""keeper"" I saw it in the asian market i go to for 2.50, a huge bottle, i looked at the ingredients, no preservatives or added colors, good, good, said it went with everything, also good, got it home and WOW, its amazing! Garlic, Hot, Sweet, I am a dippin fool now."
2676,B0016FY6H6,A4DULCHGKEA59,Stephany L. Blair,0,1,1,1313539200,Not So Much!,"I bought this tea as I like blueberries, and Stash is known as making good teas.  However, when I first emptied the drink mix in the water the color was an odd green (not very appetizing).  Once I mixed the powder with water, the resulting tea had no real flavor.  I feel like I wasted my money and can't get a refund."
7112,B004K30HO2,AV0Y59CB5UCKI,Stacey Weeaks,1,1,4,1318636800,Glad I got 3 boxes,"I really like the idea of the K cup coffee maker. You make it the strength that you want and no wasting a half a pot of coffee. I DID NOT like the horrible price for the ""pre-made"" K cups. This is a great compromise. The only thing that could be a bit of a problem for some is that they will leak if you don't puncture them fully. This is easily corrected by lifting the open/close lever once and closing a second time. Now, if they would make them out of biodegradable cardboard or something else I could compost, the rest of the planet would love them too."
2424,B0089SPDUW,A1U4B3ZM2YVTK9,Constance Peebles,0,0,5,1328918400,MY FAVE,I have tried about every k cup brand....Caribou Mohogany is my all time go-to brand.  Flavorful yet not strong and no jitters.  You get the same great flavor whether you make a small cup or a large one.
5643,B000EUJLHE,A2JNTIXY35X5GI,SassySassy1,0,0,5,1285977600,Lives up to it's Name!,"Wasa has a great line of 'crackers', but these have become my favorite. They are light but not wimpy. Their flavor is fairly neutral so they don't conflict with whatever you choose to put on them. And for me, the calorie count was the final winner...only 20 calories per cracker and low sodium. A winner all the way around and Amazon has the absolute best price!"
851,B0041CKRJC,A3OFVFM2H4XQPT,naturechef,1,2,3,1347321600,Interesting info about baking soda,"If you are concerned with an aluminum free product, then this is the product for you.  Too bad that baking SODA does not in any form contain aluminum.  This is, however a concern for baking POWDER which can, depending on manufacturer, contain aluminum.  Save your hard earned money and buy Bob's Red Mill regular baking soda.  Arm & Hammer is great for general cleaning purposes, but for natural beauty and health care, this brand is perfect.<br /><br />Just thought you'd all like to know. I almost fell for it myself until I did a little digging around. :)<br /><br />P.S- So as not to let all of amazon.com-land feel I am one of those ""haters who don't really know what they're talking about"", I LOVE Bob's Red Mill Co. and shall continue purchasing their excellent products."
899,B002DXZI40,AYZZSRYAIXNOS,"I Heart Amazon ""I heart Shopping""",0,0,5,1296432000,I can't take the smell,"The product is all that it says it is which is why I gave it 5 stars.  However, I do have issues with the product, namely, me and my family members can't take the smell.  The taste is horrible so I put it in a lotion cream and rubbed it on my skin.  This was a few weeks ago and though I've since changed my sheets, the scent is still in my bed.  Ultimately, I stopped using it because it made me smell in a way I did not like.  It smells like an Indian spice and while it didn't work for me, scent-wise, it may work fine with someone else."
6337,B001AW9PTO,A17SKZVO34KJZR,Jeanna M. Bina,2,2,5,1226966400,wow,let me tell you that this beef jerky has me wanting more. I have never tasted a jerky with more flavor and taste I recommend it to anyone wanting a little more out of their jerky.. A++++++++++++
2472,B002JX7GVM,A3251RBTBBYII9,"E. Logan ""el""",0,0,3,1282089600,Coconut Water w/a Splash of Pineapple,"I didn't expect coconut water with a splash of pineapple juice to taste quite so salty, even if it does replace electrolytes, so that was off-putting.  It's not really bad, especially over ice, but I won't be ordering any more of it."
2850,B0085G4ACA,A3I03Q4PSLQMCE,"Janie Orsborn ""Book Worm""",0,0,5,1314835200,Coconut Water,"After reading about the benefits of coconut water, I decided to give this brand a try.  I have tried a few other brands with a juice added, but they all have lot of extra sodium.  Be sure to read the labels.  Some have less potassium in them than the Via Coco brand.  I felt like this was better for my husband to drink than Gatorade. He works on a/c during the summer and is out in the heat all day long."
6913,B001LG945O,A1SINHLUYMCCRK,"David Ross ""Cook, Chemist, Nurse""",1,1,2,1235865600,A Muddy Orange Flavor,"While orange juice is the fourth ingredient in this drink,  the dominant flavor is a muddy orange which is backed up by a low level of carbonation.  I think that the use of the inexpensive apple and white grape juices as the first two ingredients (tangerine is third) is what results in the unpleasant muddied orange taste. Finally they threw in a bit of acerola juice but to no avail.  To my taste this stuff is suprisingly unpalatable.<br /><br />While the marketing suggestion is that the natural ingredients make these juices healthy that idea is negated by the high level of completely ""natural"" sugar in this or most any juice.  The healthy alterative to overly sugared fruit juices is to have a glass of cold water and a piece of fresh fruit.  Fruit has less calories than juice but overall more vitamins, minerals and fiber and a variety of natural antioxidants that most likely really are good for you."
7334,B003DIIZ9O,A10ZXUNZNUJY0Z,"SNRNAZ ""Kindling Queen""",1,1,5,1319587200,Cesar treats,"My Westie - like the picture on the package - loves these treats!  They are the perfect size for a treat or reward and even look cute...we call them<br />""puppy paws"" treats!  Good texture - no mess!  Smell not attractive to humans - but good to a dog!"
7962,B004WM0ZTS,A3K8TE2Q00C0J,"G. Froelich ""Bleuangel""",6,6,5,1255564800,The BEST,"I was absolutely amazed at how good this is.  In my opinion, it is as good as fresh ground coffee beans brewed up.  While I only use when I'm in a hurry, or want one cup, I would not be without it.  (And I have NEVER USED INSTANT before now."
5388,B00622CYVS,A2OOCPLJM7I4VA,"Victoria Compton ""Hyakamooks""",43,51,3,1235433600,"Very sweet, not terribly healthful.","I thought I was doing my kid a favor when I invested in a case of Earth's Best dinners.  Unfortunately, the second ingredient (after water) for all of these is....applesauce.  Or in the case of the ""Sweet Potato & Chicken"" variety, it's sweet potatoes, followed by apricot puree.<br /><br />After getting used to the sweetness of these (try 'em - they're like jam), it's difficult for kids to adjust to ""real"" food.  From now on, I'm going to stick with just pureeing home-cooked food.  It's a lot cheaper, too."
195,B0028C44Z0,A32DDKLY942A84,"PrinterCPE ""damnsilly1""",2,2,4,1284249600,"Nice little mints, but pricey.","I like these better than the regular Altoids, but they're even more costly, so you'd better like them."
8545,B003VXFK44,A3FC2JIO6T7US1,Shorty,0,0,4,1306108800,Very satisfied with my purchase as always with Amazon,This coffee was not what I expected but enjoyed it greatly.  I was looking for a stronger vanilla flavor but after trying it I enjoyed it a lot. It was light and smooth and left no aftertaste.  I would recommend this to others.
7786,B000E1BM16,A2YB7DLC3FOR7W,"Pamela V ""&#34;MS V&#34;""",3,5,5,1195430400,Fantastic deal!,"For coffee drinkers who buy Maxwell House coffee, this is a deal!  Buy two cases for just over $50!  Free shipping, too!  Seriously, you know I stocked up!"
6763,B001LG945O,A2LXX47A0KMJVX,M. Erb,0,0,1,1235952000,"Syrupy tasting, Unlikeable flavor. Yuk!","I was offered the opportunity to taste this product because of Vine. I would not normally purchase this type of product, so my review and opinion will be biased in that regard.<br /><br />I'm not a big soda drinker, I'd just rather drink water or coffee. I will occasionally drink a diet soft drink, usually Diet Pepsi or Diet Coke.<br /><br />Did you know that a single 12oz can of Coke Classic® has 140 calories and 39 grams of sugar? This 8oz can of Switch has 140 calories and 34grams of sugar. And this is healthy? 4 ounces less is size, same caloric content and more sugar per ounce that Classic Coke. OK, so it's not ""added"" sugar, but still, that's a lot of sugar. 100% Orange juice, 8 oz, has 120 calories and 28 grams of sugar.<br /><br />The can says it is ""Orange Tangerine"" but in fact the contents are #1: Water #2: Concentrates of Apple, Grape, Tangerine, Orange, and Acerola juices. Then they throw in some ""gum acacia"", ""natural flavors and colors"" and some ""ascorbic acid(vitamin C)"". And as a little surprise bonus, they have added ""soy"". Soy?<br /><br />I asked my wife to taste this product with me. I poured the drink into two glasses and we both took a sip. Her reaction was swift and strong... she hated it. I agreed with her. It was for me, sickly sweet and left a sugary aftertaste in my mouth. Not only that, but the taste was just nasty. It didn't taste at all like orange or tangerine to me. It just tasted terribly sweet with an undefined cirtus something taste. The carbonation did not add anything positive to the experience. Neither of us finished drinking our 4oz portion. It went down the sink.<br /><br />I would not purchase this product in the future and if I could have given it 0-stars, I would have. It's that bad."
5095,B00080MJE2,A23KLK7OTHDL2U,"Kate Witt ""SnakeGrrl""",6,6,4,1211587200,A good mix in with other looseleaf teas,"It's not great plain, but it's wonderful mixed with other herbs.  It can be a little bland if you don't put anything but the rosehips in the infuser.  Hibiscus goes great with it, though.  It's a great tea for children because it's mild and fruity, for adults add it to something else.<br />Also, you can eat the rosehips after they've been brewed, sounds weird but they are great, they taste a little bit like an apple and have lots of vitamin C.  Watch out for the pith (that's the best word I can think of for the little hairlike thorns that surround the seeds), though, if you decide to eat the hips.  Every once in a while you find one that hasn't been de-pithed properly, hence you need to avoid the pith if you eat the brewed hips."
5968,B001NVEJKC,A2DCS0VQMMHP8X,Nathaniel V. Graham,2,2,1,1333497600,Terrible cheap chocolates for outrageous prices.,"I bought these for my wife for her birthday, she LOVES chocolate and its a staple gift I give her. Well this year I got her these. She only ate one, and put them away. Very strange. Later I caught her putting them in the garbage. When I tried one I quickly realized why, they taste like they have no sugar in them, and leave an aftertaste that reminded me of badly burnt toast. I had to brush my teeth to get the taste out. We had a good laugh about it. Fortunately I also gave her a necklace which she really did love so they didn't ruin her birthday. 43 dollars wasted."
9491,B000UBDKII,A2FZ46813P8MXQ,J. R. Cooke,0,0,5,1227571200,"If you dont like ""black"" coffee...",This is really the way to go. Add some creamer to further enhance the flavor of this blend. I signed up for a subscription to have this delivered every month. I drink some every morning at work. Works great with the B&D Home Cafe system.
7073,B004K30HO2,A13WQVHNRQ26MX,"Fabu Nobo ""Fabu Nobo""",10,10,5,1327104000,How to stop the leaking!,After a lot of trial and error (with just water!) I figured out how to make these handy self-fill coffee pods NOT leak all over the place. The secret is to shove the filter all the way into the pod and NOT snap the lid over the edge of the filter. Make sure the filter is ALL INSIDE. It's rigid enough and stays upright and fine when you brew. You really need to create a seal with the lid. Leaving the filter hanging out breaks the seal and allows liquid to seep out.
6684,B001LG945O,AO96PLO6E3MJC,Grandma GG,0,0,4,1245715200,Kids love it this healthy choice,"4 Stars is a compromise between my rating of 2 and my grandchildren's rating of 5 stars.  I thought the flavor was too heavy on the apple/grape juice combo and light on the orange/tangerine flavor.  Also, it left a mild, canned aftertaste.  But my 9-year-old granddaughters loved it and consider it a treat equal to soda.  It is 100% juice concentrate which has been reconstituted with carbonated water, so it is much healthier for them than regular soda.  While it is true it still has sugar, natural sugars from the juices are healthier than processed sugars found in soft drinks. The can I was sent contained 8.3 ounces which is a better size for them than a regular 12 ounce can of soda.  For children, this is a tasty and healthy alternative."
1898,B001RVFDOO,A2KJ2MLSFUFS1R,Tony Z.,0,0,5,1333324800,Delicious!,"These chips are great. Delicious and are healthier than your regular deli store chips. I have first purchased these from a supermarket and found them delicious. I found amazon to have them cheaper, and ordered from them as they had more variety of flavor. All the flavors were to my liking. The only con about this is that THEY ARE ADDICTING!!!. You are warned! I purchased these through Amazon."
578,B000G6RYNE,A1Q7A78VSQ5GQ4,"Nice Lady ""a reasonable person""",4,5,5,1249344000,"YUM! If you want a snack, have something REALLY good!","I've found a new taste treat. I'm not a big one for potato chips, so I am sure I've come late to discover these. I think they are really good.  The processing & ingredients list is actually pretty good-no trans fats, etc. So, if you want an indulgence, these are A+ !  They are thicker & more tasty than the mass produced potato chips we've all come to know.  They are much more flavorful.  Never had a honey-dijon potato chip before. Incredibly good & a flavorful combination of sweet, tangy, salty. Also not overly hot or spicy. Excellent!<br /><br />If you want a snack, have something REALLY good. It's got to be worth the calories-and these are!"
6329,B001AW9PTO,A14VLASIPHHLBJ,J. Hoffman,4,4,5,1276473600,"Excellent taste, texture","I dont review often, but this stuff is just what I was looking for.  I ordered about $150 of jerky to try all the types I havent yet tried, and I popped this can first.<br /><br />I already found what i want!  The taste is excellent...i'ma  fan of hickory smoked stuff as it is.The texture is good...not too tough, and definately not too tender.<br /><br />What else do you need? Good taste, good texture.  Wish it was a bit cheaper at $25/lb....but what can ya do"
2231,B002C4HZ00,AW01EJ2CXKTEJ,"D. hanley ""dave""",0,0,1,1337731200,Not DOP,"these are not DOP they're just ""certified"" which means nothing significant. they should go a step further with a little more nonsense and write ""department certified"". real dop tomatoes are much better."
4009,B00110FN28,A5SKCSDE1O8T8,J. Taylor,1,6,2,1254182400,Bad flavor combination,"I purchased these thinking they would just be ordinary oatmeal raisin cookies. Wrong! I like chocolate chip and I like oatmeal raisin but these combination cookies just don't work well together. I wish I had read the item listing more carefully. Even my kids said ""Blech!""."
1009,B0049UVNYY,A2RZFAXI5Y7NLT,"jennifer ""ghost""",0,0,3,1326240000,delicious truffle goodness!,"I was hoping these were more true caramels, not caramel-flavored truffles, but they're still delicious. Would definitely order them again, and maybe extra for gifts. The salt just makes them extra amazing.<br /><br />Bummer about the shipping-- shipping on this item is reasonable, but we bought the chocolate covered pretzels at the same time, and shipping was charged for both items even though they arrived in the same box. There wasn't even anything fancy about the packaging!<br /><br />edit: okay, these actually bother my stomach a little after one truffle. the package wasn't shipped with an ingredients list, and i had to go to the company site directly and find a well-hidden and hard to follow ingredients page to discover there's a lot of shady ingredients, including high fructose corn syrup. For $40 a box, I expect NO CORN SYRUP. I also don't expect propylene glycol (antifreeze) in vanilla, which I expect to be 100% vanilla beans, and NOT artificial vanillin (which sometimes comes from the anal glands of beavers). I'm disappointed in the ingredient quality.<br /><br />http://www.premiumchocolatiers.com/ingredient_info.php<br /><br />Review goes from 5 stars to 3. I'd make it 2, but the extra star is because they ARE quite delicious."
7176,B004OQLIHK,A2IOL6T3XRF27,CWRU Engineering Student,2,2,5,1331078400,Perfect!,"When I was in high school, my mother would always have these around the house. Living in the dorms, I usually only ever find small, overpriced packages of chocolate covered rasins. This is perfect for satisfying my cravings! It stores very well - I've had mine about a month and they taste the same as when I first opened them - delicious!"
3521,B005K4Q1VI,A2E65ZXD654761,Barbara L,0,0,5,1351036800,Great tasting,The price was as fantastic as the taste. So convenient to make and no messy powder  that is hard to dissolve. No major cleanup to deal with either. Highly recommended!
4329,B004391DK0,A3ALJT9CJBMZWS,Max Mustang,1,1,4,1335657600,Bisquick GOOD,Was on GF Diet for about 6 months. Used this new product from this old quality company with excellent results. Still use it for variety.<br />A box goes a long way. A little expensive but worth it.
3347,B005K4Q1VI,A3KXF5G0KNUZWF,A. Hardeman,0,0,2,1326844800,Should have listened to other bad reviews :(,I wish I had listened to the other bad reviews.  The artificial sweetener taste is awful.  I gave two stars only because my husband doesn't seem to mind.  I can't drink this- even if they were a bargain.
4120,B001EW5YQS,AIZ79NPILEJFG,Boris,0,0,1,1338595200,Broke after several uses,"Used it a couple of times over the course of a month, and it worked great! Third time, high pitched noise, and no mic signal coming through. Not too surprising, given how flimsy this thing feels. This is apparently a known issue, just look at other 1-star reviews of this product. 'Nuff said!"
6462,B000FNEX50,AJAABFVT3LHNX,jenkinsjh,1,1,1,1338768000,Taste like dirt,"I purchased these because they do not contain dairy, soy or corn.  Well, in addition to being dairy free, soy free.... they are FLAVOR FREE!  Absolutely horrible dry tasting bars.  First words out of my mouth were ""tastes like dirt"" so that's what I'm going with.  DO NOT WASTE YOUR MONEY."
2815,B000F70Y7W,A36CJANFHL1F0B,KayeL,0,0,3,1346630400,Makes a good gift,"With the Prime shipping, this made a great last minute gift. It seems a little pricey for the amount of fish, but the quality was good (according to the person I gave it to). In the end, I think this is better than a fruit basket or something similar."
9268,B006N3IG4K,A2Q3D0OM8JNJNG,Donna,0,0,5,1300752000,wake up to deliciousness,This is the best all around 1st cup in the morning coffee ever!  I love it.  Perfect flavor.
4437,B002NBEZI2,AY99LTIYDESFD,S. Clark,2,3,5,1265500800,Delicious and Low Point Value on WW,"Love these little peanut butter dipped granola bars.  They are delicious.  They are only one point on the Weight Watchers POINTS system.  Even you were not dieting, these bars are a great and filling snack."
4996,B00653KJ5M,AGE64SY3HP9RV,CZ,1,1,2,1341273600,The cavemen must have been wealthy,"I really wanted to like these.<br /><br />First off, these cookies are about the size of a half dollar and aren't that thick. And they are more like fudge that cookies. Look at the ingredients. They are nut flour held together with honey. They need some egg or something. They are gooey and sticky. They are extremely sweet and pack a whopping 10-15g carbs each and yes that is not counting the fiber.<br /><br />I'm sorry I appreciate the effort guys but in my option these are a novetly. They are too expensive and too non-functional to be a serious part of your regular diet."
2131,B004ET9OIW,A35KXVK3WDFDNL,Lori Palmer,0,0,5,1331510400,"Great in a pinch...portable, healthy","While I worry that I am teaching my baby to be a snacker, these are perfect for the in-between times for my 1 year old grazer. The label tells me that they are a healthier choice for my baby than the typical grocery store aisle alternative. I like to keep these in the car and diaper bag for helping to calm my little one while waiting for meal, etc. I don't think they taste awesome, but he sure eats them like they are going to disappear. That makes me happy!"
7823,B000HB9TLI,A3KDFXPVAFX04I,JackieY,0,0,5,1324857600,Celebration herbals-Hibiscus Tea,"This is good tasting tea, no need for sugar....I am drinking one cup per day usually at mid- day for blood pressure...........I am not sure how long it takes to help lower BP but if it helps even a little it's worth drinking especially since its very tasty........"
1365,B0006GWXYY,A1BMZEA51ZR6JD,"L. Roy ""Malone Alum""",1,1,5,1206662400,easter basket,Very nice product<br />full of quality items - not the cheap candies like other baskets
5295,B0029JVSSS,A2T6BADTO112R5,Robert Washington,0,0,5,1272326400,Sweet Treets,All my horses love a sweet reward. Dots hold together nicely in the reward bag.
248,B007TFONH0,A10IFYN5U6X20R,onemagoo,0,0,5,1350172800,Best way to buy kcups,"Once you've tried some random sampler packs (and now are overloaded with decafs,extra bolds, or teas), this is a great way to get exactly the brands or style that you want.  Received the order in a couple of days and was exactly what I ordered.  This was my second order and I'll be ordering this item again."
