Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
1088,B0030N5K1I,A19U4T4I7UZGNM,3 dogs,1,1,1,1330992000,awful,"This is not jerky, this is processed, hard like a rock, very greasy and stale smelling stripe of something that you can't break into anything smaller than 2 inches long and that certainly is not the size of a training treat! The dogs- who will eat anything- were not impressed, it was hard to chew, and it sounded like they were crunching rocks, where is a zero star button?"
1820,B001RVFDOO,A3153P2NS9ZEQ0,"C. Kenton ""Microsoft Victim""",2,2,3,1308873600,Over Priced - Cheaper at Costco,Popchips are good and great for diet snack. But on Amazon the price is nearly double the cost of Costco. An 18 pack is only $7.89 at Costco.
2309,B0002Z9BF8,A2JCKLHCJI1DLN,"L. A. Cook ""SUMMERBUDDY45""",0,4,2,1242000000,Dog Treats,"The treats were ok,my main complaint is they were small about the size of a lifesaver.Which made it hard to give them to my medium size dog as a treat.One treat just di not do it.This package should be labeled for toy or small dogs."
6085,B004QXGUBU,A30WJTVY82MRGF,Jerrel,0,0,5,1309737600,These would be perfect for you if you are getting tired of the other potato chips!,"These potato chips are probably the best chips I flavor ever have. The spicy barbecue is the perfect mix of flavors! I have had tons of these chips and still they never get old. It fits one person per bag.  After a few chips, you will taste the spicy part.  Every time I see the bag, my mouth just waters.<br /><br />These would be perfect for you if you are getting tired of the other potato chips!<br /><br />Depending on the stores, sometimes shipping can be expensive.  If that is the case, most of the times you can find it at your local oriental groceries."
3725,B0045IK1CK,AYSMMOBT0G9BY,boonepharm,0,0,1,1317081600,Seriously???,"This one has a major problem. It's waaaay too watery, even at the recommended settings. The chocolate flavor is okay, and it's not overly sweet (although it still isn't great dark chocolate flavor). The really issue is that there isn't any creaminess, and adding milk only dilutes the flavor even more. Blech! I'll pass, and I'm throwing the rest of the box out."
3185,B000FDKUSO,A35T8A43KFWD00,"Rye B. ""JOKI""",2,2,5,1287187200,Great light cracker substitute,"Crisp/crunchy and thin- very low in sodium. I usually prefer mine plain but shared a package with a friend who enjoyed these with a tuna salad topping. A great alternative to the expensive styrofoam varieties sold at most stores. Excellent product. The rice cakes for this brand are also wonderful and for those on a no salt diet, 0% sodium."
6388,B00161O1YS,AG7QPDO7GNT5B,Fake name real review,1,1,1,1309046400,Taste good but gave me gas =(,"These little taffy's are expensive. I think I paid around $11 for the pound. They taste good, but man do they give me gas. After eating about 3 my stomach would be rumbling for a few hours and I would have to pass gas a lot. My girlfriend wouldn't let me eat them before bed hahaha. There was never any pain involved, just gas. I know it was these doing it because we tested it over a few different days. I wouldn't eat the taffy some days and would be fine. All it took was a few pieces and an hour late the bubble guts would start.<br /><br />This information may be useful since its not on amazon. Sugar free does not = carb free. A 1 pound bag is 453g.<br /><br />From the manufacturer website:<br />ingredients: hydrogenated starch hydrolysate, partially hydrogenated soybean and/or coconut oil, acid combinations for flavor (citric acid and/or tartaric acid), egg albumin, salt, lecithin, sucralose, natural and artificial flavors, combinations of red 40, blue 1, blue 2, yellow 5, yellow6.<br /><br />Nutrition Facts<br />Serving Size (40g)<br /><br />Amount Per Serving<br />Calories  110  Cal from fat 20<br />  % Daily Value<br />Total Fat 2.5g  4%<br />Saturated Fat 0g  0%<br />Trans Fat 0g<br />Cholesterol 0mg  0%<br />Sodium  25mg  1%<br />Total Carbohydrate 28g  9%<br />Sugar 0g<br />Protein 0g"
3729,B004SFNFEG,A3SIZC600PA0AW,"miss-honesty ""Tiffany""",0,0,5,1335398400,Best golden berries I've ever had!,"I tried this brand first and I must admit I became spoiled because subsequently I went to Whole Foods to try and buy a bunch more. I had to get Navitas and found they were smaller, drier and less flavorful. So here I am -- this brand's golden berries are large, with a wonderful more succulent texture. The only problem is sometimes I get the seeds stuck in my teeth! They have tiny white seeds like raspberries but the berry itself resembles a large golden raisin. The flavor is very strong and captivating -- like a lemon with the tartness strength of a cranberry. Within days of incorporating golden berries into my diet I have noticed my insides are thanking me. Golden berries are naturally very anti-inflammatory. They have an addicting flavor that I will gladly continue to feed into."
2703,B000EPQPQE,AXLYTEFUXEAJN,"E. Dellosso ""Kraken8510""",7,7,5,1200096000,Lemonylicious,"We received this as a gift, along with some homemade graham crackers.  My husband and I have become addicted to it.  If you love things like lemon meringue pie, you will adore this luscious,lemony spread on grahams, pound cake, etc.  Just a thin layer of this delicious confection enlivens your taste buds with an explosion of flavor.  I highly recommend this product if you are looking for a very special treat."
7884,B000JMFCO8,A2GV91FPYU2JN7,"Sandra Zavala ""sandra""",0,0,5,1339372800,great for one year olds,I mix 2 scoops of this and two scoops of formula in my son's bottle and it keeps him full longer. My mother says she used it on me when I was a child and it kept my cheeks rosy and me full. My son seems to really enjoy it.
2931,B000F9Z1WI,A2RKZ839WIWVHL,bobtec,0,1,1,1230854400,Good? You CAN'T be serious,"To be honest with you, I got these at a store. You think wow chocolate chips, and Oreos. Think again.For those that think these are so good, I would recommend the Hershey's or Reese's crisp wafer bars. My honest view on these ""thin crisps"" cookies is that they have a little more flavor than a communion wafer, or milk bones."
5989,B000I6PXLC,AF7DUY08T2J87,Elizabeth &#34;missy&#34;,2,2,5,1250553600,"Good coffee, with some exceptions.","The first batch I got must have been a bad batch, because it seemed to have a ""burned coffee"" smell, and smelled a bit more like chocolate raspberry or some other flavor rather than pure chocolate. It made me wonder whether Coffee Masters uses the same equipment to make both a chocolate raspberry flavor and the dark chocolate decadence flavor, and if the flavors got mixed during the manufacturing process.<br /><br />Since then, I have ordered it several more times and have been more satisfied with it. There are times, however, when those burned flavor notes creep back in, depending on the bag. I sometimes wonder if Coffee Masters overroasts their beans.<br /><br />I originally bought this coffee instead of the chocolate coffee I used to regularly enjoy but could not find on Amazon, Brothers Gourmet Coffee Chocolate Swirl.  The Coffee Masters Dark Chocolate Decadence bean is darker, oilier, and richer than the Brothers bean.  The Brothers bean coffee is milder, more like Swiss chocolate.<br /><br />I still might prefer the medium-bean Brothers Blend over this coffee, even though it is a medium bean and not a dark bean, as the flavor profile tastes more like real chocolate.<br /><br />UPDATE: I am now actively seeking out coffees that are fair trade or direct trade or advertise ethical practices. Those that ignore the plight of the farmer and show no transparency in the process of the coffee from field to table I do not buy any longer. So this brand is no longer one that I will purchase. Plus they engage in farming activities that are not ecologically sound. I suggest starting with Intelligentsia."
4891,B0018ATXEU,A1G2YPRHMYP8TK,Bob Obb,1,1,5,1304208000,Om nom nom,I'd rank Toffifay as tied with Ferrero Rocher for the greatest chocolate candy ever. Sadly Toffifay is impossible to find depending on where you live. I thought ordering 24 packs would be overkill but I'm going through these things like nobody's business. At this rate I'll have to tack on an extra mile onto my daily running regimen
6719,B001LG945O,A1CHOKV10NEI8X,"E. M. Van Court ""Van""",18,22,4,1236038400,Apfelsaftschorle for Americans,"Living in Germany for several years, I acquired a taste for Apfelsaftschorle or schorle for short, apple juice and sparkling water.  The soda water cuts the sweetness, gives the juice a little tang, and makes the drink a better hydrator; the juice makes the soda water a little more interesting.  I usually drink any fruit juice this way now.<br /><br />Switch premakes my schorle.  The blend was and orange citrus rather than apple, but very good regardless.  I tried it straight, but it would have been better over ice or if it had been mixed with a little more soda water and a little less juice.  The ingredients were juice, sparkling water, and a couple of stabilizers, without two of my pet peeves; artificial color, especially red 40, and high fructose corn syrup.<br /><br />I enjoyed it and can recommend it as an excellent alternative to conventional soda.<br /><br />E. M. Van Court"
5424,B00622CYVS,A32DHN8U74GCAR,"Granola Girl ""michele j.""",0,1,4,1240790400,Food Delivery,This is great!  Organic baby food options - delivered to my doorstep!  The dinners are a good combination and receive a raving review from the bib wearer at the dinner table.
3214,B005K4Q1VI,A14Z8PWKLIRDLA,"J. Corne ""Josh""",0,0,5,1347926400,"Fast, Affordable, & very good!!!","Excellent coffee for people on a tight schedule. My Fiancee fell in love with my brother in law's and had to have one! Now, everyone that visits our house has to try a cup and keeps coming back for more. Also like the fact that there's a wide variety of coffee flavors to choose from."
3018,B0025UALB6,AJD41FBJD9010,"N. Ferguson ""Two, Daisy, Hannah, and Kitten""",0,0,5,1313107200,"convenient, filling, 70 calories and lots o protein = great work lunch item","I keep a stack of these tuna cups at work, along with lemon juice and teriyaki sauce for variety.  They are low calorie, satisfying, and nutritious.  I'm sold on them-- now buy in bulk and keep on hand all the time!"
383,B000UXA3L8,A3AEEQSKFVN9NB,waydeps,2,2,5,1313020800,Porcini Mushrooms an excellent product,"I have been using porcini mushrooms in my cooking for twenty plus years. The Roland extra fancy porcinis that I purchased from you are the best that I have ever used, including the mushrooms that I bought in Italy and transported back to the USA."
4238,B004391DK0,AGYD1ZOSM59XM,J Bird,0,0,5,1299715200,Happy there is a gluten free Bisquick,"I have missed Bisquick since I became gluten free and am so happy to see they have gone gluten free. I've only made pancakes so far, but they are wonderful."
4722,B00139TT72,A132ETQPMHQ585,"Donna's Reviews ""I Love Shopping on Amazon!""",0,0,2,1324166400,Good but not my favorite.........,"Good but not my favorite.........Newman's Own Organics Adult Dog Food Formula, 7-Pound Bag....I now buy my dogs Taste of the Wild Salmon just great stuff buy it on Amazon!~ The less fillers the better not meals for my doggies!~"
9548,B001EQ5IPQ,A3EIOMC103PG7W,Honestly,13,13,5,1314835200,best,"best coco water - plz bring back.<br />i've been drinking it for the last 3-4 years and this ONE [only 1 liter pack] is really the best.<br />unfortunatley, the manf. seems to have discontinued it - what a shame!<br />the small size product is not at all good - only this one.<br />hope this company gets some common sense and continues this product which was so good.<br />-------------------<br />ONE large - 5 stars<br />ONE small - 2 stars<br />ONE kids - 1 star<br />ZICO - upsets stomach - 2 stars<br />VitaCoco - tastes awful - 1 star<br />Bluemonkey - 3 stars<br />AmyBrian - 4 stars<br />C2O - 2 stars<br />naked - 2 stars<br />nirvana - 2 stars"
9478,B000UBDKII,A1NX3H73ZM4S9C,Jake's Mom,0,0,5,1269475200,good coffee for a good price,"Senseo pods are getting harder to find, especially the Paris, vanilla/caramel flavor. I am happy to find these on Amazon at a very good price, especially at the subscription price."
4796,B00139TT72,A1HL33NK68KNZD,ABLong,3,3,5,1225152000,Dog loves it,"I have not tried this product personally, but my dog has, and he loves it, and is aging well. He's getting a bit grey, but is as bouncy as he ever was 10 years ago."
4748,B00139TT72,AODCTWTSCE6DX,"R. Bora ""fantasy addict""",1,2,5,1267142400,My picky dog loves it,"I tried many different types of dry food for my picky eater, a cavalier king charles spaniel. When I found the Newmans own I hit gold. My dog loves it, he licks his bowl clean, and best of all it is good for him. His coat looks very healthy and his intermittent stomach issues are controlled. I am really happy with this brand. I wish it was available at more stores."
9367,B006N3IG4K,A1AOCVNFLPJVUV,"Pagancat ""pagancat""",0,1,1,1341964800,Really???,"I'm amazed that people are happy with this product.  I'm not a drinker of the dark brews, French roast or anything, but even for a drinker of a milder cup of coffee, this is completely tasteless.  The initial scent is delicious, too bad none of it shows up in the actual coffee."
5335,B000BYLQW6,A3QXDGVQHUVJF,Protect Ur Pet,0,4,1,1292198400,SUGAR IS BAD FOR DOGS (First Ingredient is Sugar),"I can not believe that this is actually for sale. It needs to be recalled. Sugar is absolutely unhealthy for all your pets. They do not digest/assimilate sugar like we do. Every Vet will tell you  the same thing and you will never see any quality treats or food that has sugar or corn syrup on the ingredient list. If you do see it on the list, DO NOT BUY IT!!"
6653,B001LG945O,APVK8GGSSUDCE,"Mitchell M. Tse ""mitchelltse""",0,0,2,1245888000,"Didn't like the flavor, aftertaste, or quantity","This drink contends to be a natural alternative to soda.  While it definitely is ""natural"", I would not agree with the ""alternative to soda"" aspect.  Specifically, the liquid is much closer in consistency to juice, and in fact, has more sugar than juice (over 30 grams per 8.3 ounces).  Sure, it's lightly carbonated, but that alone doesn't make this drink a soda.  Also, if you wanted something natural, I'd go with Hansen's sodas, or a number of natural sodas, which are definitely sodas.  This drink is basically juice with carbonation.<br /><br />The other notable issue I had with this was its size.  8.3 oounces doesn't get you far (3 gulps, maybe?), and coupled with the thickness of the drink (since it IS juice, with quite a bit of natural sugar), you don't get very much thirst quenching effect from this.  The 100% juice also accounts for the strong aftertaste.<br /><br />Finally, natural sugar is still sugar, and has just as many calories.  This stuff wouldn't make the cut in most school vending policies, with its high sugar content.  And I wouldn't give this to my kids.  Instead, a couple of CapriSun Roaring Waters juice pouches (which each have about 1/4 the amount of sugar) would do the trick for them.<br /><br />Not recommended, sorry."
9033,B006N3IG4K,AZ5ZLGXWULUG8,Mama Longlegs,0,0,4,1350864000,Good Coffee from Amazon.com,"The Breakfast In Bed coffee from Wolfgang Puck is  a good medium roast coffee.  My husband, the regular coffee drinker of our house, likes it, but feels he would like the coffee more if it were a bit stronger.  The product arrived quite soon after ordering."
581,B000G6RYNE,A2A8KWCE8RKB9T,David Glazer,1,1,4,1348704000,Good chips,I don't know what to say that others have not covered. If you like potato chips you will like these. Get em on sale when you can and limit your intake...if you can...
9492,B000UBDKII,A12S060U987AQL,"Joanne L. Damren ""reads alot""",0,0,5,1227398400,Great tasting coffee.,The coffee I ordered is great.  If you want a sweet coffee this is for you.
6527,B000I077RG,A4WWCT6D7T35M,Danielle L. Montgomery,0,0,1,1336176000,OLD AND STALE!,"My kids love these fruit roll ups and I remember having them as a child so I was delighted when I saw I could buy a large box. However, when they came we were disappointed!  The were were very old and hard...  We only opened one and it broke into pieces. Because it's a food item, you can't return which I think is ridiculous...we couldn't even eat them! I order lots of stuff from Amazon and have had a great experience except for these fruit roll ups. Don't buy food from Amazon! (The only reason I gave it 1 star is because I had to click on something and they did arrive on time)."
4347,B004391DK0,A2NS47WALSEAIY,"D. Simon ""Don""",1,1,5,1307491200,Bisquick Gluten Free,Product has similar taste of wheat pancakes without the gluten.  Even other family members not on gluten-free diet like it.
4975,B0061YK3O2,A20TB2O54QVQCI,AllenCDenver,0,0,5,1325635200,Delicious,"This olive oil is great.  Tastes very good and is outstanding for use with bread, pasta, and for cooking in general.  Love the flavor."
7914,B00166D8TW,A2XHKPWCJHMWUN,T,1,1,5,1314921600,Great value for egg protein,"In general, egg protein doesn't have the best taste.  Since it has a mild flavor, mixing with other ingredients (e.g. bananas) work well."
5612,B000G1X45G,A2T9I2GFW8NANT,D. Behrens,1,7,1,1330905600,Cost is way too hight,I've read the reviews and I agree that Yuban is absolutely the best coffee but at $100 for 12 cans comes to over $8 a can.  That's $3 more a can than I pay at my local store.  I don't understand the high price?
8481,B003VXFK44,A3QXXNPKKNKKVE,meadeweber,0,0,5,1318550400,Good coffee,"Good flavor.  Coconut flavor is subtle and not overpowering.  In comparison, there is another coconut coffee by Green Mountain in which the coconut flavor is overdone in my opinion."
6626,B001LG945O,AL63PFK6S156O,"K. Harrell ""Enjoying the Journey""",0,0,3,1245974400,Not for me...,"I thought this would have a similar taste to another brand of carbonated juice on the market, called Izze, that has fewer calories, tastes better and costs less. However, Switch has a weird artificial aftertaste. It tastes like a blend between orange juice and orange soda, but not in a good way. Also, with 140 calories per serving (8.3 ounces) and 34 grams of sugar, you might as well drink soda- because this beverage it not any healthier and certainly not cheaper."
5616,B000LDOMT6,A3KDEECSQEGW45,"Jay Hopson ""Dish Tech""",2,3,5,1298851200,Best Seeds I ever lapped a lip around!,"<a href=""http://www.amazon.com/gp/product/B000LDOMT6"">Salt & Pepper Flavored GIANTS Sunflower Seeds</a><br /><br />I found these seeds in a local store only to fall in love with them and then find the store no longer supplied them. I am so glad they can be purchased at Amazon. WARNING!!! They will ruin your desire for any other kind of sunflower seeds! GREAT!"
5603,B000G1X45G,A1EP5YV3EVQTI2,J. Laba,0,0,5,1243728000,"""Good to the last drop!""","This particular type of Yuban coffee is a mild, flavorful coffee that can be enjoyed in the morning or anytime.  It's the coffee my mother seems to prefer over all others.  Not always available in stores, I was thrilled when I found it for sale by Amazon!"
4858,B00139TT72,A3FJ0YTQ4TR4QL,"Rebecca K-B ""RAK-B""",0,0,5,1349654400,Quality pet food,"We were looking for an organic food after the melamine poisoning of pet food debacle. Newman's Own dry foods for cats and dogs are manufactured in the US per their corporate veterinarian. Newman's Own is up front about their ingredients. For an organic food it is affordable. Also it has been great at keeping skin issues under control. Lastly Newman's Own is listed as a ""More Responsible Pet Food Company"" on several websites."
6735,B001LG945O,A2WN1QF8GSVHYV,Altmed,0,0,5,1237248000,"AWESOME! Soda, enriched water alternative - Tastes GREAT!","This carbonated 100% juice drink tastes incredibly good! It reminds me of eating fresh tangerines when I was a kid, yet this is a drinkable version of that! If you like oranges and tangerines, you'll love this! These ought to be in every school vending machine (instead of sodas!)<br /><br />This is made from 100% juice, so great for adult (Or kids') lunches, picnics, etc. A great drink for exercise as well, and doesn't have the sugar in it, so no spikes in blood sugar... Likely a good choice for diabetics as well, and without the artificial sweeteners!"
8452,B003VXFK44,AMAAPF2CJN5TK,pelk,0,0,5,1324857600,Delicious!!,"I am not a huge coconut fan, so I wasn't excited about trying this, but with one sip it definitely won me over!  The flavor is perfect and is now one of the flavors in our regular rotation.  And it smells so good!!!"
6333,B001AW9PTO,A39CJC9G6ZXM48,"Denny ""Denny""",2,2,5,1271376000,Yum Yum,"Walked into a convenience store and bought this for .99 and was like, nice.  Asked the counter person if I could buy it at their rate and got the brush off.  Did a little research and voila!  Amazon comes through again.  Bought two jars, and the wife and kids cleaned me out.  I will be getting this sent to me monthly soon."
6799,B001LG945O,A1ONZ8JRPLBNUI,"Mona Lisa ""Gwenie""",0,0,5,1235606400,Mona Lisa,Very Natural flavor. Not loaded with sugars and other things not good for you. Has a fresh taste of orange/tangerine and the carbonation is great. Great taste. I enjoyed this product and would recommend.
5314,B007Z3MST6,A1PSBJIOP8CJXU,Brav0Charlie,0,0,5,1349308800,Kill Cliff Sports Recovery Drink,"The best thing I like about this sports drink, is it's not an energy drink. Low calories (15) and less caffeine then 8 ounces of coffee.<br /><br />Plethora of natural anti-inflammatory ingredients, which mitigates aches and pains. And it's not necessary to take over the counter Acetaminophen when you have this.<br /><br />When I first had some, I felt different. Not a amp different, rushed. Just different; scared me a bit. 3 days later I tried it again. The feel different was the pain level going from the constant 8-9 to a 6 (which is manageable for me). The feel difference, was me feeling better.<br /><br />This is giving me the 4-5 year window I need before I have to get my neck and spine fused (again).<br /><br />At our house now, we have at least 3 cases and this month, it is 4."
2822,B0085G4ACA,AK5KVP6NX83XL,Elizabeth Urick,2,2,4,1297641600,Good taste,I like the slight pineapple flavor in this better than the plain coconut water. Good well chilled. Coconut water is supposed to be a healthy drink.
9301,B006N3IG4K,A1574S23MT2UXT,MG,0,0,5,1296086400,Very tasty.,Very smooth and flavorful for a medium roast.  I was pleasantly surprised by this k cup and would get it again. The 25% off deal drew me to it and I'm glad.
2376,B00196U7OI,A2E48EJKZTCAUA,copengie4,0,0,3,1335052800,Ehh,"They taste nice, but they made my stomach hurt and gave me a bit of flatulence issues (because of the chicory root fiber). It also made me bloated."
1479,B001IB69B4,A36IQK3GFWOGIA,Seyjan,0,0,5,1237766400,Lindt Pistachio Chocolate,"Excellent. Very nice, rich and creamy with the pistachio nut in the middle. mmmm.....  Delish!!!"
5014,B000HDKZDC,ADLW3LV9MZRUY,"Daniel Robbins ""Ninja""",4,4,5,1195603200,Yummy,"These are really excellent breakfast bars. Note to the previous reviewer: the Nutrigrain bars, last I checked, had artificial color in them. These don't. They also taste very good. This is our third order through Amazon (great price) and my daughter misses them when we're out."
1560,B000E7WM0U,AC82K46M2JV8Y,Janneman,0,0,5,1288310400,Curry Paste,"Second order.  Very good, hot which I like but best to sample as per your preferences."
8886,B001EQ5EQE,A3P64EVP39YPZ8,Bernadette Cirigliano,0,0,5,1313798400,Smooth to the last drop,"This espresso is delicious.  It's strong, but not too strong, and full-bodied and it's terrific for making cappuccino.  This brand is probably my favorite."
3987,B0002IGPWC,A16337YB87TND2,John Martin,6,7,3,1191283200,Watch out.,"Watch out for this because I wanted what was pictures however I got different colored flowers.  They use local vendors and it depends on what they have in stock.  The flowers still looked beautiful, but I was expecting the white and pink flowers.  My wife got orange and yellows one instead."
4430,B000E5AO8O,A1QAM7EAVZY4VN,"N. Forsa ""Sweet Tooth""",0,0,4,1240099200,Sticky Fingers,This was my second order of Bit O Honey.<br />The first one arived with the celophane cut and one item missing.<br />I hope Mr. Sticky Fingers found the candy as enjoyable as I did.
3952,B0049M8LRE,AYJPLDC4VVD01,raven_n_the_snow,1,1,3,1326844800,"nice flavor, too mild","The tea was a lot milder in flavor than I was expecting, but still pleasant. The aroma was light. I probably would not buy this again, but that's only because I would like a more intense flavor."
2933,B000F9Z1WI,A2I9PB98HCC8C9,J. Kirkland,0,2,4,1179446400,Good product but not fresh,"These arrived in the middle of May and they have an expiration date of the first week of July. This means I have to eat a lot of these in the next few weeks! Just beware if you're planning on stocking up for the future...the future will get here very soon with these!<br /><br />It's also interesting that the box inside the Amazon box says ""For internal use only"". I'm not sure what that's about!"
6420,B002YD0AFQ,A3430BFN4JVOSZ,--,1,2,1,1323820800,Very Disappointed,"Claxton Dark Fruitcake has been a holiday tradition in our family since the mid 1950's. I ordered it directly from the company this year and when I served it at Thanksgiving, my guests and I thought I must have been fooled by a counterfeit website just claiming to sell Claxton fruitcakes.  It was at best 40% fruits and nuts and consisted of a gummy light colored ""cake"".  I emailed the company and expressed my disappointment.  After several emails back and forth and after today talking to one of the owners, they assured me that it was the original dark recipe.<br /><br />In reading the ingredients, I noticed that corn syrup, sugar and high fructose corn syrup were listed after flour which was the 4th ingredient.  At the very end were listed molasses, spices and 3 artificial food dyes.  High fructose corn syrup wasn't widely available until the mid 1970's to mid 1980's, so I'm not sure how it was one of the original ingredients.<br /><br />All of the people I talked to seemed to have the attitude that I was so stupid that I couldn't possibly be observing what I had correctly. Although they offered to send replacements if I returned it at my own expense, they told me that what I would receive would be identical to what I have.  One of the owners informed me that they had received zero complaints this year.<br /><br />I am grieving the loss of an almost 55 year tradition, but the other 4 cakes are now in the trash."
714,B000G6MBX2,A3I7NZC5LUVPPW,Carolyn Waters,0,0,5,1198886400,These chips are addictive!,"<a href=""http://www.amazon.com/gp/product/B000GWLUGU"">Plocky's Tortilla Chips, Red Beans 'N Rice, 7 Ounce Bag (Pack of 12)</a>  I first tasted these chips while visiting relatives in KY.  They are not available where I live, so I ordered them from Amazon.  WOW!  My friends and family are all addicted to them.  The spicy flavor grabs you at the first bite.  Once a bag is open, it is gone!"
8090,B000NY6PPW,A1IL52911KWSHY,Susan Dowling-Dreyfus,1,4,1,1330300800,READ BEFORE BUYING,"I had used this frequently on and off over the years and didn't realize that it is not sold in the US any longer.  In the past the instructions were in English on the packet but I don't recall what they were. Now it is entirely in German and no one I know speaks a word of the language. I don't have a scanner so one of the solutions suggested won't work.  Don't buy before realizing that if you don't speak German and have no one to translate you are in a pickle.. I have 10 packs now!  Another thing, all 10 packs expire in 6 months time, so don't buy in bulk unless you plan to eat a lot of sauerbraten.  Rated 1 only because I am unable to use the product and the product description does not mention either the language issue or the near term expiration date."
6059,B000H227BG,AST2A9C9YAQBV,stefanz,0,0,1,1322870400,Way too sweet and directions don't make sense,I don't know what all the positive reviewers here are raving about. I tried Ghiraradelli's premium cocoa mix and found it much too sweet that it was almost unpalatable. And not a very chocolatey taste either. The directions given for one serving are 4 Tbsp of the powder to 8 oz of milk.  Did they meant 4 tsp?  Using their directions would yield a total of 8 cups of hot cocoa -- not very economical for a product with so much sugar.  I had high hopes for this product but was very disappointed.
